name,salary,experience,time,company,address,tags,hh_link,field
Data Analyst (Клиентская аналитика),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер. Data Science,Москва,[],https://odintsovo.hh.ru/vacancy/92461328
Дата инженер (Data engineer) Управление модельных рисков и валидации,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","ПАО ВТБ, Технологический блок",Новосибирск,"['Python', 'SQL']",https://odintsovo.hh.ru/vacancy/91677352
Дата инженер (Data engineer) Управление модельных рисков и валидации,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","ПАО ВТБ, Технологический блок",Москва,"['Python', 'SQL']",https://odintsovo.hh.ru/vacancy/91677393
Мастер по ремонту бытовой техники,120000 до 250000 ₽ на руки,Требуемый опыт работы: не требуется,"Полная занятость, гибкий график",XL Data GROUP,Щербинка,"['Умение работать в команде', 'Ремонтные работы']",https://odintsovo.hh.ru/vacancy/93535592
Middle Data Analyst [Python],,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО Диплей,Новосибирск,"['pandas', 'numpy', 'Python', 'Data Analysis']",https://odintsovo.hh.ru/vacancy/92485851
ML-разработчик/Data Scientist,,Требуемый опыт работы: 1–3 года,"Полная занятость, гибкий график","ДОХОДЪ, Инвестиционная Компания",Санкт,"['Python', 'Linux', 'NLP', 'ML', 'TensorFlow', 'PyTorch']",https://odintsovo.hh.ru/vacancy/92464823
Data engineer/DWH developer/Инженер данных,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО УК Деметра-Холдинг,Москва,"['Python', 'SQL', 'DWH', 'Airflow']",https://odintsovo.hh.ru/vacancy/92650325
Data Analyst in Operations,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО «UZUM TECHNOLOGIES».,Москва,[],https://odintsovo.hh.ru/vacancy/91169756
Начинающий специалист в отдел бытовой техники,220000 до 320000 ₽ на руки,Требуемый опыт работы: не требуется,"Полная занятость, полный день",XL Data GROUP,Москва,"['обучаемость', 'Ремонтные работы']",https://odintsovo.hh.ru/vacancy/92397043
Помощник по ремонту техники,230000 до 320000 ₽ на руки,Требуемый опыт работы: не требуется,"Полная занятость, полный день",XL Data GROUP,Москва,['Ремонтные работы'],https://odintsovo.hh.ru/vacancy/92396977
Senior auditor (DATAS group),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ТОО EY (Ernst & Young),Астана,"['Audit', 'IFRS']",https://odintsovo.hh.ru/vacancy/91168343
Помощник мастера(разнорабочий),180000 ₽ на руки,Требуемый опыт работы: не требуется,"Частичная занятость, полный день",XL Data GROUP,Москва,"['Обучение и развитие', 'Сантехника', 'Управление временем', 'Слесарные работы', 'Сантехнические работы']",https://odintsovo.hh.ru/vacancy/92394774
Рабочий сервисного центра,200000 до 250000 ₽ на руки,Требуемый опыт работы: не требуется,"Полная занятость, полный день",XL Data GROUP,Котельники,"['Ремонтные работы', 'Выездное обслуживание', 'Диагностика', 'Слесарные работы', 'Сантехнические работы']",https://odintsovo.hh.ru/vacancy/92681971
Data Analyst в Блок Финансы,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/92598595
Data инженер (Аналитика и AI),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер. IT,Москва,"['hadoop', 'Kafka', 'Jenkins']",https://odintsovo.hh.ru/vacancy/91814896
Middle / Senior DevOps Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",BIG,Москва,"['Kubernetes', 'AWS', 'GitHub', 'CI/CD']",https://odintsovo.hh.ru/vacancy/92074907
Data scientist (Анализ ГИС данных),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ФАУ Единый институт пространственного планирования РФ,Москва,['ArcGIS QGIS Git/Gitlab Python пространственные базы данных Agile'],https://odintsovo.hh.ru/vacancy/92572900
Middle / Senior Data scientist,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ЮНИРЕСТ,Москва,[],https://odintsovo.hh.ru/vacancy/92361703
Senior Data Engineer (удалённо),400000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Coleman Group,Москва,"['SQL', 'Python', 'PostgreSQL', 'Git', 'Linux', 'Английский язык', 'Docker', 'Kubernetes', 'Airflow', 'Kafka', 'Yandex Cloud Platform/ Azure/ AWS']",https://odintsovo.hh.ru/vacancy/92356164
Machine Learning Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/93663857
Manual Data Entry Engineer,,Требуемый опыт работы: не требуется,"Полная занятость, полный день",ООО СолбегСофт,Минск,"['Google Docs', 'MS Excel', 'MS Word', 'English']",https://odintsovo.hh.ru/vacancy/92348699
Data scientist senior,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",USETECH,Москва,"['data science', 'Python', 'SQL']",https://odintsovo.hh.ru/vacancy/92220911
Data Engineer в команду управления данными домена Operations,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Райффайзен Банк,Москва,[],https://odintsovo.hh.ru/vacancy/92721519
"Data Engineer (гибрид, Москва)",280000 ₽ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Outlines Technologies,Москва,[],https://odintsovo.hh.ru/vacancy/92350026
Junior / Middle Data Analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Группа КБ-12,Москва,"['Маркетинговый анализ', 'Data Analysis', 'Аналитические исследования', 'Маркетинговые исследования', 'Работа с большим объемом информации', 'Анализ рынка', 'Анализ данных', 'Деловая коммуникация', 'Исследования рынка', 'Работа с базами данных']",https://odintsovo.hh.ru/vacancy/92341914
Senior Data Scientist (NLP),,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",WILDBERRIES,Москва,[],https://odintsovo.hh.ru/vacancy/92354775
Менеджер по управлению персональными данными сотрудников / Associate Data Protection Officer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО Марс,Москва,[],https://odintsovo.hh.ru/vacancy/92848410
Data Scientist (Middle/Senior),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Неофлекс,Пенза,"['Python', 'Machine Learning', 'PyTorch', 'Time Series', 'Git', 'Docker', 'LightGBM', 'Model interpretation', 'SHAP']",https://odintsovo.hh.ru/vacancy/92329301
Data Scientist (CV+NLP),,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Samokat.tech,Москва,"['Pytorch', 'OpenCV', 'HuggingFace', 'Torchvision']",https://odintsovo.hh.ru/vacancy/92193831
Инженер данных / Data engineer,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",БФТ-Холдинг (Бюджетные и Финансовые Технологии),Санкт,[],https://odintsovo.hh.ru/vacancy/90651289
Senior NLP Data Scientist в Центр AI Маркетинга,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/92717349
Data Scientist middle+,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/92203243
Data scientist NLP,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Национальный исследовательский университет Высшая школа экономики,Москва,"['Python', 'PyTorch', 'sklearn', 'Linux', 'Numpy', 'Pandas', 'Deep Learning', 'Git']",https://odintsovo.hh.ru/vacancy/92188156
Middle Дата Аналитик в продукт Скоринг Контрагентов (Big Data),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","ПАО «МТС», Digital",Москва,"['SQL', 'Python', 'Hadoop', 'Spark', 'Big Data']",https://odintsovo.hh.ru/vacancy/92777804
Data Scientist (Middle),150000 ₽ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",VL.RU,Владивосток,"['Python', 'SQL', 'Математическая статистика', 'A/B тесты', 'Machine Learning']",https://odintsovo.hh.ru/vacancy/92169857
Data Engineer Senior,200000 до 450000 ₽ до вычета налогов,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Volna.tech,Москва,"['Python', 'SQL', 'ETL', 'PostgreSQL', 'ORACLE', 'Power BI', 'Atlassian Jira', 'Kafka', 'Kubernetes', 'Английский язык', 'MS SQL', 'Spark', 'Tableau', 'DWH', 'Airflow', 'Vertica', 'ClickHouse', 'Reporting', 'NiFi', 'Cloudera', 'Git', 'MS SQL Server', 'OLAP', 'SQL Server']",https://odintsovo.hh.ru/vacancy/92180733
Аналитик баз данных/Middle data analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО Мир Хобби,Москва,"['Power BI', 'Аналитик', 'data analyst', 'Анализ данных', 'MS Power BI', 'Big Data', 'Data Analysis', 'Аналитика']",https://odintsovo.hh.ru/vacancy/90789508
QA Engineer в BigData,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Samokat.tech,Москва,"['SQL', 'ETL', 'DWH']",https://odintsovo.hh.ru/vacancy/93678131
Менеджер по управлению данными/Data Manager,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Unilever,Москва,[],https://odintsovo.hh.ru/vacancy/92554689
Middle Data Scientist,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/92099337
Senior Data Analyst в Блок Финансы,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/92538571
"Аналитик Данных Data Analyst (Metabase, Fintech)",3500 $ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Wanted,Москва,['Английский\xa0— B2 — Средне-продвинутый'],https://odintsovo.hh.ru/vacancy/92533561
Системный аналитик (речевая аналитика),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Москва,"['REST', 'BPMN', 'UML', 'Аналитическое мышление']",https://odintsovo.hh.ru/vacancy/92092536
"Senior Data Analyst (Кластер ""Клиентский опыт"")",,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/92513529
Руководитель по разработке бюджетных моделей (Архитектор),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Москва,"['Optimacros', 'Anaplan', 'Архитектура', 'Управление командой', 'Бюджетирование']",https://odintsovo.hh.ru/vacancy/93240703
Data Engineer в продукт Спутниковое ТВ,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","ПАО  «МТС», Спутниковое ТВ",Москва,"['ETL', 'MySQL', 'Big Data', 'Работа с базами данных', 'Аналитическое мышление', 'Hadoop', 'Airflow', 'Greenplum', 'Teradata', 'Vertika', 'Spark', 'Python']",https://odintsovo.hh.ru/vacancy/92505489
Product Classification Team Lead,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ТОО Autodoc Group (Автодок Казахстан),Алматы,[],https://odintsovo.hh.ru/vacancy/92538039
Middle \ Senior Data scientist (команды CRM и модели оптимизации),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","ПАО ВТБ, Технологический блок",Москва,"['Python', 'Hadoop', 'Spark', 'ML', 'DL']",https://odintsovo.hh.ru/vacancy/87192229
Разработчик OeBS (Oracle E-Business Suite),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Москва,"['ORACLE', 'Java', 'OeBS', 'Oracle HR', 'SQL', 'Oracle DB', 'Работа с базами данных', 'База данных: Oracle']",https://odintsovo.hh.ru/vacancy/93238302
Старший финансовый аналитик (master data),,Требуемый опыт работы: 3–6 лет,"Полная занятость, гибкий график",ООО ГЕТ ЭКСПЕРТС РЕКРУТМЕНТ,Москва,['Английский\xa0— B1 — Средний'],https://odintsovo.hh.ru/vacancy/92366178
Старший аналитик данных/Data analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Ситидрайв,Москва,"['SQL', 'Работа с данными', 'аналитика', 'продукт', 'маркетинг', 'Английский\xa0— A1 — Начальный']",https://odintsovo.hh.ru/vacancy/92372354
Системный аналитик (отдел облачного бизнеса),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Москва,"['REST', 'API', 'UML', 'Kafka']",https://odintsovo.hh.ru/vacancy/91404100
Эксперт Группа аналитики и моделирования (Data scientist),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",АО ВТБ Лизинг,Москва,"['Python', 'Математическое моделирование', 'Математическая статистика', 'SQL', 'Machine Learning', 'Машинное обучение', 'Data Mining']",https://odintsovo.hh.ru/vacancy/92601521
Инженер,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Москва,"['Linux', 'микросервисная архитектура', 'SQL (PostgreSQL)', 'Ansible', 'Grafana', 'Atlassian Jira', 'Мониторинг', 'Docker', 'NoSQL', 'SQL DB', 'Python', 'Bash']",https://odintsovo.hh.ru/vacancy/93235766
"CDO (Chiеf Data Officer) за обработку, аналитику и интерпретацию данных",,Требуемый опыт работы: более 6 лет,"Полная занятость, полный день",ГБПОУ Кузбасский Медицинский Колледж,Кемерово,"['Управление отделом', 'Умение работать в условиях многозадачности', 'Способность приспосабливаться к условиям', 'Организаторские навыки']",https://odintsovo.hh.ru/vacancy/92107296
Руководитель направления (team lead) Data Science,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Экспобанк,Москва,[],https://odintsovo.hh.ru/vacancy/92487546
Junior/ middle Data Scientist в команду Сбернадежности,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/92580964
Мастер/стажёр котельной,180000 до 220000 ₽ на руки,Требуемый опыт работы: не требуется,"Стажировка, полный день",XL Data GROUP,Москва,"['Ремонтные работы', 'Активные продажи', 'Техническое обслуживание', 'Выездное обслуживание', 'ученик мастера по ремонту', 'ремонт бытовой техники', 'Ведение отчетности', 'сервисный инженер', 'ремонт', 'ремонт водонагревателей', 'ремонт теплового оборудования', 'без опыта', 'ремонт бойлеров', 'ремонт котлов']",https://odintsovo.hh.ru/vacancy/93365478
Стажер котельной,160000 до 185000 ₽ на руки,Требуемый опыт работы: не требуется,"Стажировка, полный день",XL Data GROUP,Москва,"['Ремонтные работы', 'Техническое обслуживание', 'Выездное обслуживание', 'ученик мастера по ремонту', 'ремонт бытовой техники', 'Ведение отчетности', 'сервисный инженер', 'ремонт', 'ремонт водонагревателей', 'ремонт теплового оборудования', 'без опыта', 'ремонт бойлеров', 'ремонт котлов']",https://odintsovo.hh.ru/vacancy/93364928
Разработчик Backend [.NET C# || Python],60000 ₽ на руки,Требуемый опыт работы: не требуется,"Полная занятость, удаленная работа",Tertius Gaudens,Санкт,"['C#', 'Python']",https://odintsovo.hh.ru/vacancy/93671976
Data scientist (in-office),70000 ₽ на руки,Требуемый опыт работы: не требуется,"Полная занятость, полный день",ИП Балякно Артём Артурович,Омск,[],https://odintsovo.hh.ru/vacancy/91046076
Data engineer (Промо Прогноз),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","МАГНИТ, Розничная сеть",Москва,"['SQL', 'Python', 'Linux']",https://odintsovo.hh.ru/vacancy/92216525
Аналитик данных,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО Ломбард Семёрочка,Москва,"['Python', 'Аналитическое мышление', 'Сбор и анализ информации', 'SQL', 'Data Analysis']",https://odintsovo.hh.ru/vacancy/93477615
Инженер/стажер котельной,180000 до 220000 ₽ на руки,Требуемый опыт работы: не требуется,"Стажировка, полный день",XL Data GROUP,Москва,"['Ремонтные работы', 'Умение работать в коллективе', 'Слесарные работы', 'Монтаж оборудования']",https://odintsovo.hh.ru/vacancy/92362570
"Data инженер (Spark, Clickhouse)",,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО КАЗАНЬЭКСПРЕСС,Москва,[],https://odintsovo.hh.ru/vacancy/92202109
Homologation specialist,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ТОО Тойота Мотор Казахстан,Алматы,['Английский\xa0— B2 — Средне-продвинутый'],https://odintsovo.hh.ru/vacancy/93452903
Старший инженер по поддержке биллинга,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Москва,"['Linux', 'Windows', 'микросервисная архитектура', 'K8s', 'SQL (PostgreSQL)', 'Grafana', 'Atlassian Jira', 'Мониторинг', 'Atlassian Confluence', 'Работа с базами данных']",https://odintsovo.hh.ru/vacancy/93223594
Data Scientist (Управление рисками),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",АО ДОМ.РФ Профи,Москва,"['SQL', 'Python']",https://odintsovo.hh.ru/vacancy/92213477
ML Research Engineer/Data Science Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",MY.GAMES,Кипр,"['Python', 'A/B tests']",https://odintsovo.hh.ru/vacancy/92420432
Системный аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Ярославль,[],https://odintsovo.hh.ru/vacancy/91679150
Старший аналитик (телеком),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Москва,[],https://odintsovo.hh.ru/vacancy/91678457
Системный аналитик,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Санкт,[],https://odintsovo.hh.ru/vacancy/91901151
Продуктовый аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа","билайн: ИТ, Data, Digital",Москва,"['Яндекс.Метрика', 'Google Analytics', 'SQL']",https://odintsovo.hh.ru/vacancy/93204634
Старший системный аналитик,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Москва,[],https://odintsovo.hh.ru/vacancy/92894281
Data Science Team Lead в команду Виртуального ассистента,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Райффайзен Банк,Москва,[],https://odintsovo.hh.ru/vacancy/92603991
Data scientist (Департамент развития отношений с клиентами),140000 ₽ до вычета налогов,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Банк Русский Стандарт,Москва,"['Аналитика продаж', 'Oracle Pl/SQL']",https://odintsovo.hh.ru/vacancy/92510030
Middle/Senior Data Analyst в команде Operations банка,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Райффайзен Банк,Москва,[],https://odintsovo.hh.ru/vacancy/92603536
Ведущий Java-разработчик,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО Т1,Санкт,[],https://odintsovo.hh.ru/vacancy/90588994
Senior Data Scientist (Ranking&Search),,Требуемый опыт работы: 3–6 лет,"Полная занятость, гибкий график",Lamoda Tech,Москва,"['Python', 'Big Data', 'Machine Learning', 'Hadoop', 'Hive', 'Spark', 'ML']",https://odintsovo.hh.ru/vacancy/92281157
Middle ETL-аналитик в продукт ETL 3 Team (Big Data),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","ПАО «МТС», Digital",Москва,"['SQL', 'DWH', 'ETL', 'Hadoop', 'Big Data', 'Spark', 'Системный анализ']",https://odintsovo.hh.ru/vacancy/90354982
"Associate, Labor and Migration Law Practice",,Требуемый опыт работы: не требуется,"Полная занятость, полный день",SCHNEIDER GROUP,Москва,"['Трудовое право', 'миграционное право', 'Английский\xa0— C1 — Продвинутый']",https://odintsovo.hh.ru/vacancy/93290332
Senior Дата аналитик в продукт МТС Аналитика (Big Data),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","ПАО «МТС», Digital",Москва,"['SQL', 'Python', 'Google Analytics', 'Яндекс.Метрика', 'Анализ данных', 'Big Data', 'Веб-аналитика', 'Google Tag Manager']",https://odintsovo.hh.ru/vacancy/92604453
Senior Product Manager,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО ЭППИФАЙ,Минск,"['Английский язык', 'Leadership Skills', 'Market Research', 'Mobile', 'Analytical skills', 'Team management', 'Product Management', 'Research', 'Android', 'Английский\xa0— B2 — Средне-продвинутый']",https://odintsovo.hh.ru/vacancy/93480897
Middle/Senior Data Scientist в команду ETA/RTA,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",2ГИС,Новосибирск,"['Python', 'ETL', 'Machine Learning', 'Data Analysis']",https://odintsovo.hh.ru/vacancy/92509523
Middle/Senior Data Scientist в команду ETA/RTA,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",2ГИС,Санкт,"['Python', 'ETL', 'Machine Learning', 'Data Analysis']",https://odintsovo.hh.ru/vacancy/92509524
Senior Data Engineer (Отчетность Китая),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер. IT,Москва,"['Hadoop', 'Hive', 'Spark', 'Python']",https://odintsovo.hh.ru/vacancy/90612876
Программист С++/Qt,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","АО Точных Приборов, НИИ",Москва,"['Linux', 'C/C++', 'Python', 'PostgreSQL', 'Git', 'Qt', 'Boost', 'QML', 'machine learning', 'Big Data']",https://odintsovo.hh.ru/vacancy/92911046
Lead Data Scientist (Computer Vision),350000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Insentry.,Москва,"['Computer Vision', 'Python', 'OpenCV', 'Deep Learning', 'Machine Learning', 'ML', 'openvino', 'tensorrt', 'onnx runtime', 'PyTorch']",https://odintsovo.hh.ru/vacancy/92261911
"Менеджер по развитию бизнеса / BDM (BI,Data Governance, Data Quality, Big Data,Machine Learning)",,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",КОРУС Консалтинг,Москва,"['B2B Продажи', 'Ведение переговоров', 'Управление проектами', 'Анализ данных', 'Подготовка коммерческих предложений', 'Развитие продаж', 'Аналитическое мышление', 'Управление отношениями с клиентами', 'Ориентация на результат', 'Работа с ключевыми клиентами', 'Бизнес-анализ', 'Power BI', 'Big Data']",https://odintsovo.hh.ru/vacancy/92186310
Senior Product Analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, гибкий график",ТОО inDrive,Астана,"['Python', 'SQL', 'A/B тесты']",https://odintsovo.hh.ru/vacancy/93097670
Разработчик DWH,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Samokat.tech,Москва,"['ETL', 'SQL', 'DWH', 'Python', 'Greenplum', 'Airflow']",https://odintsovo.hh.ru/vacancy/93667200
Junior Data Scientist в Блок Финансы (LLM),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/92401159
"Fullstack .NET Developer, Deal Advisory, Data & Solutions",,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Kept (Кэпт),Москва,"['C#', 'HTML', 'Entity Framework', 'ASP.NET', 'MS SQL', 'MS SQL Server', 'Git', 'Английский\xa0— B1 — Средний']",https://odintsovo.hh.ru/vacancy/92418319
Exploration Geologist,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ТОО Esan Kazakhstan (Эсан Казахстан),Актобе,"['Английский язык', 'Геологическая разведка и интерпретация данных', 'Английский\xa0— B2 — Средне-продвинутый']",https://odintsovo.hh.ru/vacancy/92983099
Senior Data Engineer в команду развития сервиса по формированию мастер-данных о транзакциях,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Райффайзен Банк,Москва,"['Scala, Java 8/11, Spark, Hadoop, SQL, ETL, MQ/Kafka, Git, CI/CD']",https://odintsovo.hh.ru/vacancy/92720899
Data Engineer / Инженер по данным,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Okkam,Москва,"['ETL', 'Python', 'SQL', 'Greenplum', 'Clickhouse', 'Docker', 'dbt']",https://odintsovo.hh.ru/vacancy/90959314
Network engineer / Сетевой инженер,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",KIMEP,Алматы,[],https://odintsovo.hh.ru/vacancy/91073283
Архитектор/разработчик Хранилищ данных,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО СЕУСЛАБ,Пермь,"['Big Data', 'Java', 'PostgreSQL', 'Алгоритмы и структуры данных', 'Проектирование баз данных', 'SQL', 'NoSQL']",https://odintsovo.hh.ru/vacancy/87395825
Начальник отдела обеспечения качества данных,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",АО РНПК,Москва,[],https://odintsovo.hh.ru/vacancy/91165744
Data Analyst,3000 до 4000 $ до вычета налогов,Требуемый опыт работы: более 6 лет,"Полная занятость, удаленная работа",FuturHealth,Москва,[],https://odintsovo.hh.ru/vacancy/92140621
Senior NLP Data Scientist (команда SberCare.Боты),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/92222799
Machine Learning Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/93662687
Data Scientist / Machine Learning Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",РТЛабс,Москва,[],https://odintsovo.hh.ru/vacancy/92430411
Data Scientist в центр исследований блока Риски Сбера,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/92334086
Ведущий Java разработчик / Senior Java Developer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Москва,"['Java', 'SQL', 'PostgreSQL', 'Kafka']",https://odintsovo.hh.ru/vacancy/89273605
Pricing and Ancillary Revenue Specialist (Специалист по ценообразованию и дополнительным доходам),92000 до 92000 ₽ до вычета налогов,Требуемый опыт работы: не требуется,"Полная занятость, полный день",ООО Северный Ветер,Москва,"['Marketing Analysis', 'Analytical skills', 'Product Management', 'Английский язык', 'Analysis', 'Английский\xa0— B2 — Средне-продвинутый']",https://odintsovo.hh.ru/vacancy/88212085
Trainee Machine Learning/Data Science Developer,,Требуемый опыт работы: 1–3 года,"Стажировка, полный день",Innowise Group / Фабрика инноваций и решений,Минск,"['Python', 'Machine Learning', 'Английский язык', 'Deep Learning', 'data science', 'Keras', 'Tensorflow', 'Знание иностранных языков']",https://odintsovo.hh.ru/vacancy/92152925
Purchasing Manager,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Novotel Bishkek City Center,Бишкек,"['Английский язык', 'Закупки', 'Negotiation skills', 'Управление цепочкой поставок', 'Procurement', 'Leadership Skills', 'Анализ рынка', 'Контроль поставок', 'Supply Chain Management', 'Закупка товаров и услуг']",https://odintsovo.hh.ru/vacancy/93666270
"Data Analyst (Based in Riyadh, Saudi Arabia)",,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Aram Meem Services,Москва,"['SQL', 'MS Excel']",https://odintsovo.hh.ru/vacancy/92281979
"Менеджер продукта, Отдел Data Science, Ozon Fresh",,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Ozon Информационные технологии,Москва,[],https://odintsovo.hh.ru/vacancy/92283119
Главный эксперт по цифровым технологиям аудита,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер для экспертов,Санкт,[],https://odintsovo.hh.ru/vacancy/93642277
Associate/Intern to Fixed Assets & Real Estate Valuation (Astana),,Требуемый опыт работы: 1–3 года,"Стажировка, полный день",PricewaterhouseCoopers,Астана,"['Presentation skills', 'Marketing Analysis', 'MS Access', 'Market Research', 'Английский\xa0— C2 — В совершенстве']",https://odintsovo.hh.ru/vacancy/92047012
